PersonType,Age,CityState,Injury,SafetyDevice,Date,Time,County,Location,Troop
ADULT,33,"LEE'S SUMMIT, MO",MINOR,NO,2024-06-28,11:10AM,COLE,MO 179 NORTH OF HIGH POINT ROAD,F
ADULT,34,"FLORISSANT, MO",SERIOUS,NO,2024-06-26,2:35PM,OSAGE,ROUTE P EAST OF FBF LANE,F
ADULT,19,"FAYETTE, MO",SERIOUS,YES,2024-06-25,10:18AM,HOWARD,"MO 5, SOUTH OF COUNTY ROAD 345",F
ADULT,45,"HIGBEE, MO",SERIOUS,NO,2024-06-25,10:18AM,HOWARD,"MO 5, SOUTH OF COUNTY ROAD 345",F
ADULT,72,"BOONVILLE, MO",FATAL,YES,2024-06-25,10:18AM,HOWARD,"MO 5, SOUTH OF COUNTY ROAD 345",F
ADULT,73,"BOONVILLE, MO",MODERATE,YES,2024-06-25,10:18AM,HOWARD,"MO 5, SOUTH OF COUNTY ROAD 345",F
ADULT,73,"NEW FRANKLIN, MO",FATAL,YES,2024-06-25,10:18AM,HOWARD,"MO 5, SOUTH OF COUNTY ROAD 345",F
ADULT,21,"PERRYVILLE, MO",NO INJURY,YES,2024-06-24,12:40PM,OSAGE,US 50 AT THE OUTER ROAD OF US 63,F
ADULT,70,"CHAMOIS, MO",MINOR,YES,2024-06-24,12:40PM,OSAGE,US 50 AT THE OUTER ROAD OF US 63,F
ADULT,32,"LINN, MO",MINOR,YES,2024-06-24,12:40PM,OSAGE,US 50 AT THE OUTER ROAD OF US 63,F
ADULT,36,"KAISER, MO",NO INJURY,YES,2024-06-24,12:22PM,MILLER,"3250 BROOKVIEW DRIVE IN KAISER, MO",F
JUVENILE,4,"KAISER, MO",MINOR,EXEMPT,2024-06-24,12:22PM,MILLER,"3250 BROOKVIEW DRIVE IN KAISER, MO",F
ADULT,77,"COLE CAMP, MO",MINOR,NO,2024-06-22,10:15AM,MORGAN,RT D 322 FEET NORTH OF CATNIP ROAD,F
ADULT,78,"COLE CAMP, MO",MINOR,NO,2024-06-22,10:15AM,MORGAN,RT D 322 FEET NORTH OF CATNIP ROAD,F
ADULT,49,"VERSAILLES, MO",NO INJURY,NO,2024-06-22,10:15AM,MORGAN,RT D 322 FEET NORTH OF CATNIP ROAD,F
ADULT,33,"ST. LOUIS, MO",SERIOUS,YES,2024-06-22,10:00AM,CAMDEN,376 CYRUS DRIVE,F
ADULT,28,"O'FALLON, MO",NO INJURY,NO,2024-06-22,10:00AM,CAMDEN,376 CYRUS DRIVE,F
ADULT,76,"ST. ROBERT, MO",MINOR,YES,2024-06-21,2:35PM,COLE,US 54 WESTBOUND EAST OF OLD BASS ROAD,F
ADULT,49,"FENTON, MO",MINOR,NO,2024-06-21,12:30PM,MORGAN,BRENDEL BOULEVARD 564 FEET EAST OF SHADY SLOPE DRIVE,F
ADULT,47,"HIGH RIDGE, MO",NO INJURY,NO,2024-06-21,12:30PM,MORGAN,BRENDEL BOULEVARD 564 FEET EAST OF SHADY SLOPE DRIVE,F
ADULT,88,"ELDON, MO",MODERATE,YES,2024-06-21,9:12AM,MILLER,HIGHWAY 52 EAST OF HAYES ROAD,F
ADULT,87,"ROCKY MOUNT, MO",NO INJURY,NO,2024-06-21,9:12AM,MILLER,HIGHWAY 52 EAST OF HAYES ROAD,F
ADULT,63,"HOLLISTER, MO",MINOR,YES,2024-06-20,11:30AM,BOONE,NORTHBOUND HIGHWAY 63 AT SOUTH WESTBROOK DRIVE,F
ADULT,65,"HOLLISTER, MO",MODERATE,YES,2024-06-20,11:30AM,BOONE,NORTHBOUND HIGHWAY 63 AT SOUTH WESTBROOK DRIVE,F
ADULT,50,"JEFFERSON CITY, MO",FATAL,UNKNOWN,2024-06-20,11:30AM,BOONE,NORTHBOUND HIGHWAY 63 AT SOUTH WESTBROOK DRIVE,F
ADULT,20,"CLIMAX SPRINGS, MO",MINOR,YES,2024-06-20,12:39AM,CAMDEN,MO 7 -- 1075 FEET EAST OF GRANGER ROAD,F
ADULT,29,"ARMSTRONG, MO",MODERATE,NO,2024-06-19,7:18AM,HOWARD,ROUTE V 1/2 MILES EAST OF COUNTY ROAD 237,F
JUVENILE,16,"JEFFERSON CITY, MO",NO INJURY,YES,2024-06-18,4:49PM,COLE,US 54 WESTBOUND AT W BRAZITO RD,F
ADULT,22,"ELDON, MO",MINOR,YES,2024-06-18,4:49PM,COLE,US 54 WESTBOUND AT W BRAZITO RD,F
ADULT,19,"MEXICO, MO",SERIOUS,NO,2024-06-18,4:15AM,AUDRAIN,MO 15 AT ROUTE E,F
ADULT,26,"MEXICO, MO",SERIOUS,NO,2024-06-18,4:15AM,AUDRAIN,MO 15 AT ROUTE E,F
ADULT,21,"NEW FLORENCE, MO",MODERATE,NO,2024-06-17,11:25AM,MONTGOMERY,BOONESLICK ROAD JUST WEST OF ROUTE WW,F
ADULT,27,"STURGEON, MO",SERIOUS,YES,2024-06-15,5:35PM,BOONE,US 63 NORTH OF BROWN SCHOOL ROAD,F
ADULT,27,"SPRINGFIELD, MO",MODERATE,YES,2024-06-15,4:30PM,CAMDEN,HIGHWAY 54 NEAR ROUTE D,F
ADULT,27,"SPRINGFIELD, MO",NO INJURY,YES,2024-06-15,4:30PM,CAMDEN,HIGHWAY 54 NEAR ROUTE D,F
ADULT,53,"SPRINGFIELD, MO",MINOR,YES,2024-06-15,4:30PM,CAMDEN,HIGHWAY 54 NEAR ROUTE D,F
ADULT,30,"HOMERVILLE, OH",MINOR,YES,2024-06-15,2:25PM,CAMDEN,MO 5 SOUTH 575 FEET NORTH OF BUSINESS MO 5 ON RAMP,F
ADULT,55,"PLATTE CITY, MO",MINOR,YES,2024-06-15,9:00AM,MORGAN,"MO 52, .3 MILE WEST OF MULE DR",F
ADULT,60,"COLUMBIA, MO",MINOR,NO,2024-06-14,11:19PM,BOONE,MO 163 NORTHBOUND -- SOUTH OF SOUTH ROCK QUARRY ROAD,F
ADULT,20,"ALTUS, AR",NO INJURY,YES,2024-06-14,10:00PM,MONTGOMERY,MO 19 AT CLARK DRIVE,F
ADULT,56,"WARRENSBURG, MO",MINOR,YES,2024-06-14,10:00PM,MONTGOMERY,MO 19 AT CLARK DRIVE,F
ADULT,87,"KAISER, MO",MODERATE,YES,2024-06-14,11:11AM,MILLER,ROUTE D AT AVERY LANE,F
ADULT,41,"KAISER, MO",SERIOUS,NO,2024-06-13,11:30AM,MILLER,VFW ROAD JUST SOUTH OF ELDON,F
ADULT,36,"ELDON, MO",MODERATE,YES,2024-06-13,11:30AM,MILLER,VFW ROAD JUST SOUTH OF ELDON,F
ADULT,36,"ELDON, MO",NO INJURY,NO,2024-06-13,11:30AM,MILLER,VFW ROAD JUST SOUTH OF ELDON,F
ADULT,27,"JEFFERSON CITY, MO",NO INJURY,YES,2024-06-12,6:45PM,COLE,4404 RAINBOW DR,F
ADULT,19,"JEFFERSON CITY, MO",SERIOUS,UNKNOWN,2024-06-12,6:45PM,COLE,4404 RAINBOW DR,F
ADULT,51,"CENTRALIA, MO",MODERATE,YES,2024-06-12,5:10PM,AUDRAIN,MO 22 AT ROUTE E,F
ADULT,53,"CENTRALIA, MO",MINOR,YES,2024-06-12,5:10PM,AUDRAIN,MO 22 AT ROUTE E,F
ADULT,51,"MEXICO, MO",NO INJURY,YES,2024-06-12,5:10PM,AUDRAIN,MO 22 AT ROUTE E,F
ADULT,32,"HOLTS SUMMIT, MO",MINOR,NO,2024-06-12,12:00PM,CAMDEN,14726 MO 7,F
ADULT,35,"MEXICO, MO",SERIOUS,YES,2024-06-12,7:20AM,AUDRAIN,MO 15 AT AUDRAIN COUNTY ROAD 355,F
ADULT,67,"COLUMBIA, MO",MINOR,YES,2024-06-11,11:27AM,BOONE,ROUTE WW AT STONE MOUNTAIN PARKWAY,F
ADULT,81,"BOWLING GREEN, MO",MINOR,YES,2024-06-11,11:27AM,BOONE,ROUTE WW AT STONE MOUNTAIN PARKWAY,F
ADULT,32,"CENTRALIA,MO",MINOR,YES,2024-06-11,7:30AM,BOONE,ROUTE H AT LEADERSHIP DRIVE,F
ADULT,24,"FULTON, MO",NO INJURY,YES,2024-06-11,7:30AM,BOONE,ROUTE H AT LEADERSHIP DRIVE,F
ADULT,43,"DONNELLSON, IA",NO INJURY,YES,2024-06-11,2:50AM,CAMDEN,US 54 AT RT. V,F
JUVENILE,14,"DONNELLSON, IA",MINOR,YES,2024-06-11,2:50AM,CAMDEN,US 54 AT RT. V,F
ADULT,77,"SUNRISE BEACH, MO",MINOR,NO,2024-06-10,9:40PM,CAMDEN,ROCKDALE DRIVE 1166 FT WEST OF RT F,F
ADULT,47,"CALIFORNIA, MO",MODERATE,YES,2024-06-09,6:53PM,MONITEAU,MO 87 100 FEET NORTH OF MONITEAU FARM ROAD,F
ADULT,18,"JEFFERSON CITY, MO",MODERATE,YES,2024-06-09,2:59AM,BOONE,RT. Y AND RANGELINE ROAD,F
JUVENILE,17,"NEW BLOOMFIELD, MO",MINOR,YES,2024-06-09,2:59AM,BOONE,RT. Y AND RANGELINE ROAD,F
ADULT,65,"HARTSBURG, MO",MODERATE,YES,2024-06-08,12:25PM,CAMDEN,MO 5 AT SELLER ROAD,F
ADULT,27,"NELSON, MO",SERIOUS,NO,2024-06-08,11:00AM,COOPER,SHACKLEFORD BRIDGE DRIVE,F
ADULT,27,"BOONVILLE, MO",NO INJURY,YES,2024-06-08,11:00AM,COOPER,SHACKLEFORD BRIDGE DRIVE,F
JUVENILE,6,"BOONVILLE, MO",SERIOUS,NO,2024-06-08,11:00AM,COOPER,SHACKLEFORD BRIDGE DRIVE,F
ADULT,42,"MONTGOMERY CITY, MO",MINOR,YES,2024-06-08,4:35AM,MONTGOMERY,ROUTE V 1 MILE WEST OF ROUTE F,F
ADULT,45,"MONTGOMERY CITY, MO",MODERATE,YES,2024-06-08,4:35AM,MONTGOMERY,ROUTE V 1 MILE WEST OF ROUTE F,F
ADULT,21,"JEFFERSON CITY, MO",MINOR,NO,2024-06-08,2:20AM,COLE,BIG MEADOWS ROAD AT EAST CEDAR LANE,F
ADULT,37,"ALBANY, MO",MODERATE,NO,2024-06-07,6:15PM,MORGAN,THE LOOP OFF ROAD PARK,F
ADULT,36,"ALBANY, MO",FATAL,NO,2024-06-07,6:15PM,MORGAN,THE LOOP OFF ROAD PARK,F
ADULT,31,"MESA, AZ",MINOR,UNKNOWN,2024-06-07,5:45PM,COOPER,I70 WESTBOUND REST AREA 104.4 MILE MARKER,F
ADULT,39,"INDEPENDENCE, MO",NO INJURY,UNKNOWN,2024-06-07,5:45PM,COOPER,I70 WESTBOUND REST AREA 104.4 MILE MARKER,F
JUVENILE,12,"ST. ELIZABETH, MO",SERIOUS,NO,2024-06-07,3:50PM,MILLER,KEMNA BRIDGE ROAD 2523' EAST OF WASHINGTON STREET,F
ADULT,18,"DUMAS, TX",SERIOUS,NO,2024-06-07,2:00PM,CAMDEN,1619 MARSHAL ROAD,F
ADULT,46,"STOVER, MO",SERIOUS,YES,2024-06-06,4:30PM,MORGAN,DEER CREEK DRIVE 132' NORTH OF DEER RUN ROAD,F
ADULT,45,"PERRYVILLE, MO",MINOR,YES,2024-06-06,3:45PM,AUDRAIN,RT J AT COUNTY RD 332,F
ADULT,62,"MEXICO, MO",NO INJURY,YES,2024-06-06,3:45PM,AUDRAIN,RT J AT COUNTY RD 332,F
ADULT,61,"PERRY, MO",MINOR,YES,2024-06-06,3:45PM,AUDRAIN,RT J AT COUNTY RD 332,F
ADULT,61,"TUSCUMBIA, MO",MINOR,NO,2024-06-06,3:44PM,MILLER,US 54 WESTBOUND NEAR TOLLWOOD DR,F
ADULT,43,"BUNCETON, MO",MODERATE,YES,2024-06-05,8:36PM,COOPER,ROUTE KK 1.5 MILES WEST OF ROUTE B,F
ADULT,38,"LOVELAND, CO",SERIOUS,NO,2024-06-05,7:20AM,CAMDEN,HIGHWAY 5 15 FEET NORTH OF STANDING ROCK ROAD,F
ADULT,60,"STOVER, MO",NO INJURY,YES,2024-06-04,6:20PM,MORGAN,MO 52 AT MO 135,F
ADULT,21,"STOVER, MO",MODERATE,YES,2024-06-04,6:20PM,MORGAN,MO 52 AT MO 135,F
ADULT,49,"MARSHALL, MO",MINOR,YES,2024-06-04,3:00PM,GASCONADE,US 50 0.5 MILE WEST OF DANZ ROAD,F
ADULT,52,"ROSEBUD, MO",MINOR,YES,2024-06-04,3:00PM,GASCONADE,US 50 0.5 MILE WEST OF DANZ ROAD,F
ADULT,58,"SALINA, KS",NO INJURY,YES,2024-06-03,7:55PM,MONTGOMERY,I70 MILE MARKER 179.8,F
ADULT,19,"MOSCOW MILLS, MO",SERIOUS,YES,2024-06-03,7:55PM,MONTGOMERY,I70 MILE MARKER 179.8,F
ADULT,26,"COLUMBIA, MO",NO INJURY,YES,2024-06-03,5:10PM,CAMDEN,OLD ROUTE 5 AT THUNDER MOUNTAIN ROAD,F
JUVENILE,12,"CAMDENTON, MO",MINOR,YES,2024-06-03,5:10PM,CAMDEN,OLD ROUTE 5 AT THUNDER MOUNTAIN ROAD,F
JUVENILE,17,"CAMDENTON, MO",MINOR,YES,2024-06-03,5:10PM,CAMDEN,OLD ROUTE 5 AT THUNDER MOUNTAIN ROAD,F
JUVENILE,17,"GRAVOIS MILLS, MO",MODERATE,YES,2024-06-03,5:10PM,CAMDEN,OLD ROUTE 5 AT THUNDER MOUNTAIN ROAD,F
ADULT,34,"HAMTRAMCK, MI",MODERATE,YES,2024-06-03,3:05PM,COLE,US 54 WESTBOUND JUST WEST OF ROUTE E,F
JUVENILE,17,"ELDON, MO",MINOR,YES,2024-06-03,3:04PM,COLE,WESTBOUND US 54 WEST OF ROUTE E,F
ADULT,41,"TIPTON, MO",MODERATE,NO,2024-06-03,9:40AM,COOPER,ROUTE J JUST WEST OF COUNTY ROAD NELSON LANE,F
ADULT,37,"KIRKSVILLE, MO",FATAL,YES,2024-06-03,9:40AM,COOPER,ROUTE J JUST WEST OF COUNTY ROAD NELSON LANE,F
ADULT,43,"COLUMBIA, MO",MINOR,NO,2024-06-03,9:40AM,COOPER,ROUTE J JUST WEST OF COUNTY ROAD NELSON LANE,F
ADULT,25,ST ROBERT MO,MINOR,YES,2024-06-02,2:02PM,MILLER,MO 42 353 FEET EAST OF MARTIN RD,F
ADULT,56,"KANSAS CITY, MO",MINOR,YES,2024-06-01,12:48PM,MORGAN,"ROUTE M, .3 MILE WEST OF MO 135",F
ADULT,55,"HERMANN, MO",MINOR,YES,2024-06-01,10:40AM,GASCONADE,"MO 100, 601 FEET WEST OF BOYSCOUT RD",F
ADULT,57,"NEW HAVEN, MO",NO INJURY,YES,2024-06-01,10:40AM,GASCONADE,"MO 100, 601 FEET WEST OF BOYSCOUT RD",F
ADULT,20,"JEFFERSON CITY, MO",NO INJURY,YES,2024-06-01,10:19AM,COLE,"BUSINESS 50 WEST, 35 FEET WEST OF PLAZA DR",F
JUVENILE,5,"RUSSELLVILLE, MO",MINOR,YES,2024-06-01,10:19AM,COLE,"BUSINESS 50 WEST, 35 FEET WEST OF PLAZA DR",F
ADULT,27,"RUSSELLVILLE, MO",NO INJURY,YES,2024-06-01,10:19AM,COLE,"BUSINESS 50 WEST, 35 FEET WEST OF PLAZA DR",F
ADULT,33,"RUSSELLVILLE, MO",MINOR,YES,2024-06-01,10:19AM,COLE,"BUSINESS 50 WEST, 35 FEET WEST OF PLAZA DR",F
ADULT,50,"COLUMBIA, MO",MODERATE,YES,2024-05-31,10:18PM,BOONE,US 63 SOUTHBOUND 800 FEET NORTH OF ROUTE H,F
ADULT,52,"COLUMBIA, MO",MINOR,NO,2024-05-31,10:18PM,BOONE,US 63 SOUTHBOUND 800 FEET NORTH OF ROUTE H,F
ADULT,UNK,UNKNOWN,NO INJURY,UNKNOWN,2024-05-31,10:18PM,BOONE,US 63 SOUTHBOUND 800 FEET NORTH OF ROUTE H,F
ADULT,23,"BEARDSTOWN, IL",SERIOUS,NO,2024-05-30,1:50PM,GASCONADE,FOWLER ROAD 150' NORTH OF US 50,F
ADULT,30,"JEFFERSON CITY, MO",SERIOUS,NO,2024-05-27,9:30PM,COLE,SCOTT STATION ROAD AT RANDALL DRIVE,F
ADULT,41,"IBERIA, MO",SERIOUS,YES,2024-05-27,1:18PM,MILLER,MO 42 WESTBOUND EAST OF MARTIN ROAD,F
ADULT,34,"ST. LOUIS, MO",NO INJURY,YES,2024-05-27,1:18PM,MILLER,MO 42 WESTBOUND EAST OF MARTIN ROAD,F
JUVENILE,8,"ELDON, MO",MODERATE,YES,2024-05-27,12:10PM,MILLER,EASTBOUND 54 AT HUNTER ROAD,F
ADULT,43,"ELDON, MO",NO INJURY,YES,2024-05-27,12:10PM,MILLER,EASTBOUND 54 AT HUNTER ROAD,F
ADULT,27,"CLIMAX SPRINGS,MO",SERIOUS,NO,2024-05-26,5:34PM,CAMDEN,MO- 7 N OF BOLLINGER CREEK RD,F
ADULT,67,"VERSAILLES, MO",NO INJURY,YES,2024-05-26,12:20PM,MORGAN,MO 52 AT S NEBO RD,F
ADULT,59,"VERSAILLES, MO",MINOR,YES,2024-05-26,12:20PM,MORGAN,MO 52 AT S NEBO RD,F
ADULT,80,"LINCOLN, MO",NO INJURY,YES,2024-05-26,12:20PM,MORGAN,MO 52 AT S NEBO RD,F
ADULT,UNK,"NORTH CHARLESTON, SOUTH CAROLINA",SERIOUS,YES,2024-05-26,1:10AM,COOPER,I70 EASTBOUND NEAR THE 87.2 MILEMARK,F
ADULT,46,"6218 VIRGINIA AVE, ST. LOUIS, MO",MODERATE,NO,2024-05-25,7:56PM,FRANKLIN,NORTHBOUND MO 185 NORTH OF HORTON ROAD,F
ADULT,24,"WAYNESVILLE, MO",NO INJURY,YES,2024-05-25,6:21PM,MILLER,ROUTE C AT COUNTY SIDE ROAD,F
ADULT,29,"ST LOUIS, MO",SERIOUS,YES,2024-05-25,6:21PM,MILLER,ROUTE C AT COUNTY SIDE ROAD,F
ADULT,23,"ST ROBERT,MO",SERIOUS,YES,2024-05-25,6:21PM,MILLER,ROUTE C AT COUNTY SIDE ROAD,F
ADULT,18,"JEFFERSON CITY, MO",MINOR,YES,2024-05-25,4:37PM,COLE,"BRADFORD CT, SOUTH OF ROUTE M",F
ADULT,25,"FAYETTE, MO",MODERATE,NO,2024-05-25,1:03PM,HOWARD,MO 240 AT MO 124,F
ADULT,69,"COLUMBIA, MO",NO INJURY,YES,2024-05-25,1:03PM,HOWARD,MO 240 AT MO 124,F
ADULT,41,"HERMANN, MO",MODERATE,NO,2024-05-24,3:26PM,MONTGOMERY,WESTBOUND I70 ON RAMP AT THE 175 MILE MARKER,F
ADULT,54,"BARNETT, MO",NO INJURY,YES,2024-05-24,11:15AM,MORGAN,MO 52 1050 FEET WEST OF HOPE RD,F
ADULT,83,"ELDON, MO",MINOR,YES,2024-05-24,11:15AM,MORGAN,MO 52 1050 FEET WEST OF HOPE RD,F
ADULT,79,"ELDON, MO",MODERATE,YES,2024-05-24,11:15AM,MORGAN,MO 52 1050 FEET WEST OF HOPE RD,F
ADULT,41,"STOVER, MO",NO INJURY,YES,2024-05-24,11:15AM,MORGAN,MO 52 1050 FEET WEST OF HOPE RD,F
ADULT,56,"ROACH, MO",MODERATE,NO,2024-05-24,12:20AM,CAMDEN,1307 MARITIME LANE ROACH MO,F
ADULT,19,"MT. STERLING, MO",NO INJURY,YES,2024-05-23,12:35PM,OSAGE,US 50 .8 OF A MILE EAST OF ROUTE N,F
ADULT,49,"OWENSVILLE, MO",MINOR,YES,2024-05-23,12:35PM,OSAGE,US 50 .8 OF A MILE EAST OF ROUTE N,F
ADULT,62,"COLUMBIA, MO",NO INJURY,YES,2024-05-23,9:15AM,CALLAWAY,RT F NEAR COUNTY RD 311,F
ADULT,43,"FULTON, MO",MINOR,YES,2024-05-23,9:15AM,CALLAWAY,RT F NEAR COUNTY RD 311,F
JUVENILE,17,"FULTON, MO",MINOR,YES,2024-05-23,9:15AM,CALLAWAY,RT F NEAR COUNTY RD 311,F
JUVENILE,14,"CAMDENTON, MO",SERIOUS,NO,2024-05-21,6:55PM,CAMDEN,425 DELMAR DRIVE,F
JUVENILE,13,"ROACH, MO",NO INJURY,NO,2024-05-21,6:55PM,CAMDEN,425 DELMAR DRIVE,F
ADULT,60,"BOONVILLE, MO",SERIOUS,NO,2024-05-21,2:10PM,MONITEAU,MO 179 NEAR CHAPEL ROAD,F
JUVENILE,16,"WARDSVILLE, MO",MODERATE,YES,2024-05-21,2:05PM,MORGAN,MO 89 0.1 MILES NORTH OF MO 89 SPUR,F
JUVENILE,16,"BRUMLEY, MO",MINOR,YES,2024-05-19,9:40PM,CAMDEN,MO A SOUTH OF MIDWAY ROAD,F
ADULT,18,"BRUMLEY, MO",MINOR,YES,2024-05-19,9:40PM,CAMDEN,MO A SOUTH OF MIDWAY ROAD,F
ADULT,60,"RAYVILLE, MO",MODERATE,NO,2024-05-19,5:15PM,MORGAN,IVY BEND ROAD NORTH OF WEBB LOOP,F
ADULT,38,"JEFFERSON CITY,MO",SERIOUS,YES,2024-05-18,10:15PM,COLE,STONEY GAP ROAD JUST EAST OF ROUTE M,F
ADULT,60,"JEFFERSON CITY, MO",NO INJURY,NO,2024-05-18,10:15PM,COLE,STONEY GAP ROAD JUST EAST OF ROUTE M,F
ADULT,25,"LAKE OZARK, MO",MINOR,NO,2024-05-18,3:45PM,MILLER,ROUTE W WESTBOUND AND VILLAGE MARINE ROAD,F
ADULT,56,"OSAGE BEACH, MO",NO INJURY,YES,2024-05-18,3:45PM,MILLER,ROUTE W WESTBOUND AND VILLAGE MARINE ROAD,F
ADULT,63,"JEFFERSON CITY, MO",SERIOUS,YES,2024-05-18,2:36PM,COLE,RAINBOW DR WEST OF BINDER LAKE RD,F
ADULT,24,"FULTON, MO",MINOR,UNKNOWN,2024-05-18,2:50AM,BOONE,ROUTE A EAST OF SOUTH LAMMERS,F
ADULT,41,"CENTRALIA, MO",MINOR,YES,2024-05-17,2:43PM,BOONE,MO 124 AT FRINK RD,F
JUVENILE,16,"COLUMBIA, MO",MINOR,YES,2024-05-17,2:43PM,BOONE,MO 124 AT FRINK RD,F
JUVENILE,15,"COLUMBIA, MO",MINOR,YES,2024-05-17,2:43PM,BOONE,MO 124 AT FRINK RD,F
ADULT,53,"BLUE SPRINGS, MO",NO INJURY,YES,2024-05-17,11:07AM,COOPER,I70 WESTBOUND 97.4MM,F
ADULT,67,"ST. CHARLES, MO",MODERATE,YES,2024-05-17,11:07AM,COOPER,I70 WESTBOUND 97.4MM,F
ADULT,38,"ST. CHARLES, MO",NO INJURY,YES,2024-05-17,11:07AM,COOPER,I70 WESTBOUND 97.4MM,F
ADULT,52,"HILLIARD, FL",SERIOUS,YES,2024-05-17,11:07AM,COOPER,I70 WESTBOUND 97.4MM,F
ADULT,18,"ROLLA, MO",MINOR,YES,2024-05-17,12:30AM,CALLAWAY,WESTBOUND US 54 AT ROUTE AE/TT OFF RAMP,F
ADULT,18,"JEFFERSON CITY, MO",MODERATE,NO,2024-05-17,12:30AM,CALLAWAY,WESTBOUND US 54 AT ROUTE AE/TT OFF RAMP,F
JUVENILE,6,"HANNIBAL, MO",MINOR,YES,2024-05-16,9:30PM,AUDRAIN,"ROUTE N, 1 MILE SOUTH OF MARTINSBURG",F
JUVENILE,2,"HANNIBAL, MO",MODERATE,NO,2024-05-16,9:30PM,AUDRAIN,"ROUTE N, 1 MILE SOUTH OF MARTINSBURG",F
ADULT,29,"HANNIBAL, MO",MODERATE,YES,2024-05-16,9:30PM,AUDRAIN,"ROUTE N, 1 MILE SOUTH OF MARTINSBURG",F
JUVENILE,2,"HANNIBAL, MO",SERIOUS,NO,2024-05-16,9:30PM,AUDRAIN,"ROUTE N, 1 MILE SOUTH OF MARTINSBURG",F
ADULT,41,"CENTRALIA, MO",MINOR,YES,2024-05-16,10:10AM,BOONE,ROUTE B SOUTH OF ACADEMY,F
JUVENILE,7,"HALLSVILLE, MO",MINOR,YES,2024-05-16,10:10AM,BOONE,ROUTE B SOUTH OF ACADEMY,F
ADULT,30,"HALLSVILLE, MO",MODERATE,YES,2024-05-16,10:10AM,BOONE,ROUTE B SOUTH OF ACADEMY,F
ADULT,24,"COLUMBIA, MO",NO INJURY,YES,2024-05-16,10:10AM,BOONE,ROUTE B SOUTH OF ACADEMY,F
JUVENILE,4,"HALLSVILLE, MO",MINOR,YES,2024-05-16,10:10AM,BOONE,ROUTE B SOUTH OF ACADEMY,F
JUVENILE,1,"HALLSVILLE, MO",MINOR,YES,2024-05-16,10:10AM,BOONE,ROUTE B SOUTH OF ACADEMY,F
ADULT,31,"HALLSVILLE, MO",MINOR,YES,2024-05-16,10:10AM,BOONE,ROUTE B SOUTH OF ACADEMY,F
ADULT,89,"HALLSVILLE, MO",NO INJURY,YES,2024-05-16,10:10AM,BOONE,ROUTE B SOUTH OF ACADEMY,F
ADULT,18,"ELDON, MO",MINOR,NO,2024-05-15,5:05PM,MILLER,WITT ROAD 1351 FEET EAST OF HICKORY ROAD,F
JUVENILE,14,"ELDON, MO",NO INJURY,NO,2024-05-15,5:05PM,MILLER,WITT ROAD 1351 FEET EAST OF HICKORY ROAD,F
ADULT,56,"HARRISBURG, PA",NO INJURY,YES,2024-05-15,4:10PM,CALLAWAY,WESTBOUND INTERSTATE 70 AT 140.6 MILE MARKER,F
ADULT,52,"AUXVASSE, MO",MINOR,YES,2024-05-15,4:10PM,CALLAWAY,WESTBOUND INTERSTATE 70 AT 140.6 MILE MARKER,F
ADULT,69,"MARSHALL, MO",NO INJURY,YES,2024-05-15,4:10PM,CALLAWAY,WESTBOUND INTERSTATE 70 AT 140.6 MILE MARKER,F
ADULT,21,"HALFWAY, MO",SERIOUS,NO,2024-05-15,5:45AM,CAMDEN,HWY 73 SOUTHBOUND 422 FEET SOUTH OF PENNINGTON DRIVE,F
ADULT,26,"SEDALIA, MO",MINOR,YES,2024-05-14,7:27PM,SALINE,INTERSTATE 70 EASTBOUND AT THE 79.0 MM,F
ADULT,30,"HERMANN, MO",MODERATE,YES,2024-05-14,3:10PM,GASCONADE,MO 100 0.8 MILES EAST OF ROUTE J,F
ADULT,80,"BARNETT, MO",MINOR,YES,2024-05-14,11:20AM,COLE,US 54 EASTBOUND .1 MILE WEST OF PLEASANT HILL ROAD,F
ADULT,79,"BARNETT, MO",MINOR,YES,2024-05-14,11:20AM,COLE,US 54 EASTBOUND .1 MILE WEST OF PLEASANT HILL ROAD,F
ADULT,22,"MEXICO, MO",NO INJURY,YES,2024-05-14,7:42AM,CALLAWAY,US 54 WESTBOUND WEST OF I-70,F
ADULT,42,"MEXICO, MO",NO INJURY,YES,2024-05-14,7:42AM,CALLAWAY,US 54 WESTBOUND WEST OF I-70,F
ADULT,52,"AUXVASSE, MO",MINOR,YES,2024-05-14,7:42AM,CALLAWAY,US 54 WESTBOUND WEST OF I-70,F
JUVENILE,17,"CAMDENTON, MO",MINOR,YES,2024-05-13,6:45PM,CAMDEN,MO 5 NORTH OF HARVEST RD,F
ADULT,33,"HARRISBURG, MO",MINOR,YES,2024-05-13,4:57PM,COOPER,I-70 WESTBOUND AT 105 MILE MARKER,F
ADULT,18,"ODESSA, MO",SERIOUS,YES,2024-05-13,4:57PM,COOPER,I-70 WESTBOUND AT 105 MILE MARKER,F
ADULT,19,"BOONVILLE, MO",MODERATE,YES,2024-05-12,8:31PM,COOPER,MO 135 S OF EICHELBARGER DR,F
ADULT,40,"BOONVILLE, MO",MODERATE,NO,2024-05-12,8:31PM,COOPER,MO 135 S OF EICHELBARGER DR,F
ADULT,19,"BOONVILLE, MO",MINOR,YES,2024-05-12,8:31PM,COOPER,MO 135 S OF EICHELBARGER DR,F
