PersonType,Age,CityState,Injury,SafetyDevice,Date,Time,County,Location,Troop
ADULT,56,"ELLSINORE, MO",MINOR,YES,2023-12-13,11:55AM,CAMDEN,US 54 WESTBOUND .25 MILES EAST OF SEATON DRIVE,F
ADULT,18,"RICHLAND, MO",NO INJURY,YES,2023-12-13,12:25AM,CAMDEN,MISSOURI 7 433 FEET WEST OF THOMAS STREET,F
ADULT,62,"RICHLAND, MO",FATAL,UNKNOWN,2023-12-13,12:25AM,CAMDEN,MISSOURI 7 433 FEET WEST OF THOMAS STREET,F
ADULT,40,"CAMDENTON, MO",MODERATE,NO,2023-12-12,1:20PM,BOONE,NORTHBOUND HIGHWAY 63 AT EAST HIGHWAY 124,F
ADULT,29,"TRENTON, MO",MINOR,YES,2023-12-12,1:20PM,BOONE,NORTHBOUND HIGHWAY 63 AT EAST HIGHWAY 124,F
ADULT,46,"SIKESTON, MO",MODERATE,NO,2023-12-12,1:20PM,BOONE,NORTHBOUND HIGHWAY 63 AT EAST HIGHWAY 124,F
ADULT,34,"WARRENSBURG, MO",MODERATE,NO,2023-12-12,1:20PM,BOONE,NORTHBOUND HIGHWAY 63 AT EAST HIGHWAY 124,F
ADULT,44,"UNION, MO",NO INJURY,YES,2023-12-12,1:20PM,BOONE,NORTHBOUND HIGHWAY 63 AT EAST HIGHWAY 124,F
ADULT,43,"TRENTON, MO",MINOR,YES,2023-12-12,1:20PM,BOONE,NORTHBOUND HIGHWAY 63 AT EAST HIGHWAY 124,F
ADULT,36,UNKNOWN,MINOR,NO,2023-12-12,1:20PM,BOONE,NORTHBOUND HIGHWAY 63 AT EAST HIGHWAY 124,F
ADULT,44,"HAZELWOOD, MO",MODERATE,NO,2023-12-12,1:20PM,BOONE,NORTHBOUND HIGHWAY 63 AT EAST HIGHWAY 124,F
ADULT,71,"CAMDENTON, MO",MINOR,YES,2023-12-10,4:23PM,CAMDEN,OLD RT 5 SOUTH OF THUNDER MOUNTAIN RD,F
ADULT,39,"BUNCETON, MO",MODERATE,YES,2023-12-10,4:20PM,COOPER,SPEED ROAD .5 MILE NORTH OF RT J,F
ADULT,27,"BUNCETON, MO",NO INJURY,YES,2023-12-10,4:20PM,COOPER,SPEED ROAD .5 MILE NORTH OF RT J,F
JUVENILE,14,"KOELTZTOWN, MO",MODERATE,YES,2023-12-08,7:35AM,OSAGE,US 63 SOUTHBOUND AT ROUTE T,F
JUVENILE,16,"KOELTZTOWN, MO",MODERATE,YES,2023-12-08,7:35AM,OSAGE,US 63 SOUTHBOUND AT ROUTE T,F
JUVENILE,16,"KOELTZTOWN, MO",MINOR,YES,2023-12-08,7:35AM,OSAGE,US 63 SOUTHBOUND AT ROUTE T,F
ADULT,23,"JEFFERSON CITY, MO",MINOR,YES,2023-12-08,7:35AM,OSAGE,US 63 SOUTHBOUND AT ROUTE T,F
ADULT,85,"FREEBURG, MO",MINOR,YES,2023-12-07,5:50PM,OSAGE,NORTHBOUND HIGHWAY 63 0.5 MILE SOUTH OF HIGHWAY 50,F
ADULT,32,"NOVINGER, MO",NO INJURY,YES,2023-12-07,3:30PM,CAMDEN,WESTBOUND HIGHWAY 54 AT LAKE VALLEY DRIVE,F
JUVENILE,16,"CAMDENTON, MO",NO INJURY,YES,2023-12-07,3:30PM,CAMDEN,WESTBOUND HIGHWAY 54 AT LAKE VALLEY DRIVE,F
ADULT,20,"ROACH, MO",MODERATE,YES,2023-12-07,3:30PM,CAMDEN,WESTBOUND HIGHWAY 54 AT LAKE VALLEY DRIVE,F
ADULT,47,"ELDON, MO",MINOR,YES,2023-12-07,2:25PM,MILLER,EAST NORTH STREET AT STANDFORT STREET,F
ADULT,38,"CLARKSBURG, MO",SERIOUS,NO,2023-12-07,2:25PM,MILLER,EAST NORTH STREET AT STANDFORT STREET,F
ADULT,24,"JEFFERSON CITY, MO",MINOR,NO,2023-12-06,9:32PM,COLE,ROUTE B 6600 BLOCK,F
ADULT,20,"EUGENE, MO",MINOR,YES,2023-12-06,9:32PM,COLE,ROUTE B 6600 BLOCK,F
ADULT,46,"FAIR GROVE, MO",SERIOUS,NO,2023-12-06,10:00AM,CAMDEN,LOWELL WILLIAMS ROAD SOUTH OF CHARLIE CREEK ROAD,F
ADULT,61,"KAISER, MO",FATAL,NO,2023-12-03,10:20PM,MILLER,BLUE SPRING DRIVE 1626 FEET NORTH OF WEDGEWOOD ROAD,F
ADULT,62,"RUSSELLVILLE, MO",FATAL,YES,2023-12-03,6:28PM,BOONE,ROUTE H WESTBOUND AT INNOVATION BOULEVARD,F
ADULT,34,"RUSSELLVILLE, MO",MODERATE,YES,2023-12-03,6:28PM,BOONE,ROUTE H WESTBOUND AT INNOVATION BOULEVARD,F
ADULT,63,"LAKESIDE, CA",SERIOUS,YES,2023-12-03,6:28PM,BOONE,ROUTE H WESTBOUND AT INNOVATION BOULEVARD,F
ADULT,29,"JEFFERSON CITY, MO",SERIOUS,NO,2023-12-02,10:25PM,COLE,1820 ZION ROAD,F
ADULT,22,"FULTON, MO",MODERATE,NO,2023-12-02,8:30AM,CALLAWAY,ROUTE UU .4 MILE EAST OF RED BUD ROAD,F
ADULT,23,"FULTON, MO",NO INJURY,NO,2023-12-02,8:30AM,CALLAWAY,ROUTE UU .4 MILE EAST OF RED BUD ROAD,F
ADULT,51,"MISSION HILLS, KS",NO INJURY,YES,2023-12-02,1:44AM,COOPER,I-70 WESTBOUND AT EXIT 106,F
ADULT,30,"COLUMBIA, MO",MINOR,YES,2023-12-02,1:44AM,COOPER,I-70 WESTBOUND AT EXIT 106,F
ADULT,32,"FULTON, MO",MINOR,YES,2023-12-01,9:55AM,CALLAWAY,U.S. 63 NORTHBOUND APPROXIMATELY 460 FEET NORTH OF CO RD 399,F
ADULT,19,"JEFFERSON CITY, MO",NO INJURY,YES,2023-12-01,9:55AM,CALLAWAY,U.S. 63 NORTHBOUND APPROXIMATELY 460 FEET NORTH OF CO RD 399,F
ADULT,40,"HARTSBURG, MO",MINOR,YES,2023-12-01,9:55AM,CALLAWAY,U.S. 63 NORTHBOUND APPROXIMATELY 460 FEET NORTH OF CO RD 399,F
ADULT,24,"JEFFERSON CITY, MO",NO INJURY,YES,2023-11-30,4:50PM,COLE,RT B AT MERTENS COUNTRY LANE,F
ADULT,37,"JEFFERSON CITY, MO",MODERATE,NO,2023-11-30,4:50PM,COLE,RT B AT MERTENS COUNTRY LANE,F
ADULT,48,"JEFFERSON CITY, MO",NO INJURY,YES,2023-11-30,4:50PM,COLE,RT B AT MERTENS COUNTRY LANE,F
ADULT,34,"EVERTON, MO",MODERATE,YES,2023-11-29,7:11PM,CAMDEN,US 54 WEST OF ELLIOTT DRIVE,F
ADULT,40,"HARRISBURG, MO",SERIOUS,NO,2023-11-29,3:50PM,BOONE,NORTHBOUND ROUTE E NORTH OF AKEMAN BRIDGE ROAD,F
JUVENILE,2,"HARRISBURG, MO",MINOR,YES,2023-11-29,3:50PM,BOONE,NORTHBOUND ROUTE E NORTH OF AKEMAN BRIDGE ROAD,F
ADULT,52,"CAPE GIRARDEAU, MO",NO INJURY,YES,2023-11-29,12:05PM,COOPER,EASTBOUND INTERSTATE 70 AT 112 MILE MARKER,F
ADULT,50,"COLUMBIA, MO",MODERATE,YES,2023-11-29,12:05PM,COOPER,EASTBOUND INTERSTATE 70 AT 112 MILE MARKER,F
ADULT,27,"ST CHARLES, MO",NO INJURY,YES,2023-11-29,11:45AM,CALLAWAY,EASTBOUND INTERSTATE 70 AT THE 153 MILE MARKER,F
ADULT,25,"ST CHARLES, MO",MINOR,YES,2023-11-29,11:45AM,CALLAWAY,EASTBOUND INTERSTATE 70 AT THE 153 MILE MARKER,F
ADULT,41,"FULTON, MO",MODERATE,YES,2023-11-27,3:15PM,CALLAWAY,RT NN SOUTH OF PITCHER RD,F
ADULT,75,"FULTON, MO",MINOR,YES,2023-11-27,3:15PM,CALLAWAY,RT NN SOUTH OF PITCHER RD,F
ADULT,77,"COLUMBIA, MO",NO INJURY,YES,2023-11-26,5:15PM,BOONE,ROUTE HH 8 FEET EAST OF ROUTE B,F
ADULT,39,"HALLSVILLE, MO",MINOR,YES,2023-11-26,5:15PM,BOONE,ROUTE HH 8 FEET EAST OF ROUTE B,F
ADULT,18,"SPRINGFIELD,MO",NO INJURY,YES,2023-11-25,9:13PM,BOONE,US 63 NORTHBOUND JUST NORTH OF ANGEL LANE,F
ADULT,18,"SPRINGFIELD,MO",MINOR,YES,2023-11-25,9:13PM,BOONE,US 63 NORTHBOUND JUST NORTH OF ANGEL LANE,F
JUVENILE,16,"NEW BLOOMFIELD, MO",MINOR,YES,2023-11-24,9:25PM,BOONE,ROUTE Y EAST OF HAWKINS ROAD,F
ADULT,55,"VERSAILLES, MO",MINOR,YES,2023-11-23,5:20PM,COLE,RT C AT RUMSEY LN,F
ADULT,67,"VERSAILLES, MO",MINOR,YES,2023-11-23,5:20PM,COLE,RT C AT RUMSEY LN,F
ADULT,49,"SPRINGFIELD, MO",MINOR,YES,2023-11-23,5:20PM,COLE,RT C AT RUMSEY LN,F
